mass, year, reclat, reclong
30.8, 1988, -84.216670, 160.500000
14.3, 1988, -84.216670, 160.500000
112.9, 1988, -84.216670, 160.500000
106.2, 1988, -84.216670, 160.500000
113.3, 1988, -84.216670, 160.500000
52.7, 1988, -84.216670, 160.500000
94, 1988, -84.216670, 160.500000
38.1, 1988, -84.216670, 160.500000
31.3, 1988, -84.216670, 160.500000
5.9, 1988, -84.216670, 160.500000
58.1, 1988, -84.216670, 160.500000
17, 1988, -84.216670, 160.500000
37, 1988, -84.216670, 160.500000
126.4, 1988, -84.216670, 160.500000
98.4, 1988, -84.216670, 160.500000
128.1, 1988, -84.216670, 160.500000
37.9, 1988, -84.216670, 160.500000
35.299999999999997, 1988, -84.216670, 160.500000
28.1, 1988, -84.216670, 160.500000
19.2, 1988, -84.216670, 160.500000
26.6, 1988, -84.216670, 160.500000
84.4, 1988, -84.216670, 160.500000
31.5, 1988, -84.216670, 160.500000
62.2, 1988, -84.216670, 160.500000
20.6, 1988, -84.216670, 160.500000
12.7, 1988, -84.216670, 160.500000
20.7, 1988, -84.216670, 160.500000
94.7, 1988, -84.216670, 160.500000
14, 1988, -84.216670, 160.500000
31.4, 1988, -84.216670, 160.500000
49.8, 1988, -84.216670, 160.500000
73.599999999999994, 1988, -84.216670, 160.500000
41.3, 1988, -84.216670, 160.500000
137.5, 1988, -84.216670, 160.500000
17.2, 1988, -84.216670, 160.500000
71.599999999999994, 1988, -84.216670, 160.500000
107.9, 1988, -84.216670, 160.500000
66, 1988, -84.216670, 160.500000
36.9, 1988, -84.216670, 160.500000
28.9, 1988, -84.216670, 160.500000
35.1, 1988, -84.216670, 160.500000
40.4, 1988, -84.216670, 160.500000
2.3, 1988, -84.216670, 160.500000
36.9, 1988, -84.216670, 160.500000
34.4, 1988, -84.216670, 160.500000
3532.3, 2005, , 
1917.7, 2005, , 
1178.0999999999999, 2005, , 
1078.4000000000001, 2005, , 
894.3, 2005, , 
350.9, 2005, , 
247.2, 2005, , 
210.9, 2005, , 
167.2, 2005, , 
104.7, 2005, , 
426.4, 2005, , 
344.8, 2005, , 
319.7, 2005, , 
352.3, 2005, , 
306.10000000000002, 2005, , 
254.3, 2005, , 
145.5, 2005, , 
198.7, 2005, , 
214.5, 2005, , 
145, 2005, , 
96.6, 2005, , 
81, 2005, , 
81.3, 2005, , 
69, 2005, , 
40.5, 2005, , 
67.599999999999994, 2005, , 
65.5, 2005, , 
6.3, 2005, , 
29.9, 2005, , 
9.699999999999999, 2005, , 
60.1, 2005, , 
6.2, 2005, , 
2.1, 2005, , 
8.699999999999999, 2005, , 
0.8, 2005, , 
1.3, 2005, , 
2.1, 2005, , 
9.699999999999999, 2005, , 
1.4, 2005, , 
19.3, 2005, , 
1.2, 2005, , 
2.5, 2005, , 
2, 2005, , 
11.1, 2005, , 
3.1, 2005, , 
1.3, 2005, , 
1.2, 2005, , 
9.199999999999999, 2005, , 
0.8, 2005, , 
4.7, 2005, , 
34.9, 2005, , 
25.3, 2005, , 
41.5, 2005, , 
18.2, 2005, , 
8.800000000000001, 2005, , 
1, 2005, , 
1.3, 2005, , 
0.5, 2005, , 
0.6, 2005, , 
0.8, 2005, , 
4.2, 2005, , 
0.2, 2005, , 
0.8, 2005, , 
0.9, 2005, , 
0.8, 2005, , 
23.4, 1992, -76.966670, 162.000000
4.4, 1992, -76.966670, 162.000000
0.7, 1992, -76.966670, 162.000000
7.7, 1992, -76.966670, 162.000000
42000, 1984, 34.216670, -103.916670
168000, 1854, 44.500000, -77.466670
71500, 1984, -16.902500, 30.407220
150000, 1840, 49.333330, 19.483330
1700, 1852, 50.000000, 8.266670
680, 1994, 25.595670, 15.422500
370, 1999, 40.626500, -118.410330
2420, 2003, 40.628320, -118.416700
1306, 2003, 40.630780, -118.409180
1823.3, 2007, 40.616670, -118.384720
2300, 1879, -46.316670, 168.400000
992, 1939, 63.333330, 148.166670
22270, 1991, -24.916670, 16.983330
2854, 2012, 40.892010, -118.553190
1050, 1975, -33.566670, 136.650000
750, 2008, 34.849000, -99.704000
39000, 1962, 45.440000, -79.875560
166800, 1954, 44.333330, 106.500000
10300, 1876, -23.450000, -70.116670
49000, 1939, 42.183330, -95.716670
3388, 1974, -30.300000, 131.266670
3000, 1906, 50.816670, 8.766670
68, 1991, 42.291110, -88.625560
18000, 1987, -22.300000, -45.366670
15500, 1935, -22.333330, -69.666670
50, 1980, 33.250000, -112.050000
144, 1976, 47.900000, 37.500000
2890, 1955, 38.366670, -97.033330
54200, 1967, 52.400000, 79.800000
207, 2003, 52.424050, 79.681280
68000, 1936, 34.600000, -97.916670
236, 1991, -25.733330, 142.950000
6800, 1860, 37.000000, -88.250000
6850, 1933, 42.450000, -103.300000
7140, 1898, 31.500000, -96.883330
26000, 1992, 54.250000, 84.333330
113.3, 1977, -29.950000, 128.083330
612.4, 1958, 11.350000, 16.150000
1460, 1967, , 
187, 1999, -21.090900, 26.485900
6900, 1955, 39.474440, -96.925000
12610, 1964, 53.775000, -115.033330
38400, 1972, 37.308330, -97.545000
15400, 1920, 36.383330, -79.866670
16000000, 1930, -9.116670, 33.066670
1100, 1935, 33.750000, -100.933330
3602, 1965, 40.020000, -100.783330
1530, 1980, 38.525000, -99.810000
11800, 1989, 32.925000, -102.625000
2990, 1989, 32.925000, -102.625000
150000, 1870, 33.183330, -96.716670
4300, 1939, 35.233330, -100.600000
1495, 1975, 33.331390, -102.268890
691, 1981, 33.331390, -102.268890
14830, 1875, -23.100000, -70.500000
1181.5999999999999, 1929, -28.850000, 116.283330
545.6, 1983, 49.783330, 35.600000
36400, 1933, 34.383330, -103.616670
50.5, 1971, 34.398330, -103.605000
7746, 1950, 38.525000, -95.780560
747, 1969, -33.166670, 141.750000
270, 1969, -32.916670, 141.883330
172, 1969, -32.916670, 141.883330
158.5, 1969, -33.133330, 141.716670
72.900000000000006, 1969, -32.916670, 141.883330
68.2, 1969, -32.916670, 141.883330
3301, 1994, -34.666670, -59.333330
42900, 1884, -26.333330, -70.283330
1417.5, 1941, 31.426110, -100.133330
, 2005, -1.946170, 354.473330
3720, 1943, 31.266670, -100.833330
6970, 1977, -32.758330, 21.683330
3500, 1922, 37.166670, -108.500000
748, 2005, 33.350000, 10.400000
17, 2005, 33.350000, 10.433330
126, 2005, 33.403330, 10.458330
10, 2010, 33.250270, 10.389170
16.3, 2000, -79.683330, 159.750000
4.8, 2000, -79.683330, 159.750000
17.899999999999999, 2000, -79.683330, 159.750000
13.4, 2000, -79.683330, 159.750000
27, 2000, -79.683330, 159.750000
29.3, 2000, -79.683330, 159.750000
10.6, 2000, -79.683330, 159.750000
18.399999999999999, 2000, -79.683330, 159.750000
10.7, 2000, -79.683330, 159.750000
19.100000000000001, 2000, -79.683330, 159.750000
1.1, 2000, -79.683330, 159.750000
11.6, 2000, -79.683330, 159.750000
7.1, 2000, -79.683330, 155.750000
10.1, 2000, -79.683330, 159.750000
10.4, 2000, -79.683330, 159.750000
22, 2000, -79.683330, 159.750000
11.5, 2000, -79.683330, 159.750000
18.7, 2000, -79.683330, 159.750000
11.5, 2000, -79.683330, 159.750000
23, 2000, -79.683330, 159.750000
55.9, 2000, -79.683330, 159.750000
23, 2000, -79.683330, 159.750000
19.3, 2000, -79.683330, 159.750000
35.4, 2000, -79.683330, 159.750000
19.7, 2000, -79.683330, 159.750000
31.7, 2000, -79.683330, 159.750000
51.4, 2000, -79.683330, 159.750000
18.2, 2000, -79.683330, 159.750000
7.3, 2000, -79.683330, 159.750000
34.799999999999997, 2000, -79.683330, 159.750000
20.7, 2000, -79.683330, 159.750000
6.3, 2000, -79.683330, 159.750000
9.699999999999999, 2000, -79.683330, 159.750000
16.7, 2000, -79.683330, 159.750000
29.9, 2000, -79.683330, 159.750000
22.6, 2000, -79.683330, 159.750000
35.9, 2000, -79.683330, 159.750000
18.100000000000001, 2000, -79.683330, 159.750000
3.69, 2000, -79.683330, 155.750000
27.7, 2000, -79.683330, 159.750000
43.3, 2000, -79.683330, 159.750000
11.6, 2000, -79.683330, 159.750000
25.1, 2000, -79.683330, 159.750000
58.8, 2000, -79.683330, 159.750000
12.6, 2000, -79.683330, 159.750000
7.2, 2000, -79.683330, 159.750000
6.6, 2000, -79.683330, 159.750000
22.9, 2000, -79.683330, 159.750000
11, 2000, -79.683330, 159.750000
37.6, 2000, -79.683330, 159.750000
67.599999999999994, 2000, -79.683330, 159.750000
11.2, 2000, -79.683330, 159.750000
26.5, 2000, -79.683330, 159.750000
17.600000000000001, 2000, -79.683330, 159.750000
4.8, 2000, -79.683330, 159.750000
6.8, 2000, -79.683330, 159.750000
18.7, 2000, -79.683330, 159.750000
27.5, 2000, -79.683330, 159.750000
37.4, 2000, -79.683330, 159.750000
26.4, 2000, -79.683330, 159.750000
9.84, 2000, -79.683330, 155.750000
23.1, 2000, -79.683330, 159.750000
40.700000000000003, 2000, -79.683330, 159.750000
12.7, 2000, -79.683330, 159.750000
14.2, 2000, -79.683330, 159.750000
10.1, 2000, -79.683330, 159.750000
19.600000000000001, 2000, -79.683330, 159.750000
33.4, 2000, -79.683330, 159.750000
7.2, 2000, -79.683330, 159.750000
10.6, 2000, -79.683330, 159.750000
6.8, 2000, -79.683330, 159.750000
7.5, 2000, -79.683330, 159.750000
34.200000000000003, 2000, -79.683330, 159.750000
32, 2000, -79.683330, 159.750000
19.7, 2000, -79.683330, 159.750000
7.1, 2000, -79.683330, 159.750000
8.6, 2000, -79.683330, 159.750000
40.6, 2000, -79.683330, 159.750000
22.6, 2000, -79.683330, 159.750000
18.600000000000001, 2000, -79.683330, 159.750000
9.300000000000001, 2000, -79.683330, 159.750000
8.300000000000001, 2000, -79.683330, 159.750000
17, 2000, -79.683330, 159.750000
9.699999999999999, 2000, -79.683330, 159.750000
8.300000000000001, 2000, -79.683330, 159.750000
29.5, 2000, -79.683330, 159.750000
9.800000000000001, 2000, -79.683330, 159.750000
1.6, 2000, -79.683330, 155.750000
34.200000000000003, 2000, -79.683330, 159.750000
21, 2000, -79.683330, 159.750000
33.6, 2000, -79.683330, 159.750000
25.7, 2000, -79.683330, 159.750000
0.6, 2000, -79.683330, 159.750000
12.4, 2000, -79.683330, 159.750000
14.5, 2000, -79.683330, 159.750000
8.9, 2000, -79.683330, 159.750000
17.899999999999999, 2000, -79.683330, 159.750000
36.200000000000003, 2000, -79.683330, 159.750000
9.300000000000001, 2000, -79.683330, 159.750000
16.3, 2000, -79.683330, 159.750000
15.1, 2000, -79.683330, 159.750000
36.799999999999997, 2000, -79.683330, 159.750000
7.1, 2000, -79.683330, 159.750000
22.9, 2000, -79.683330, 159.750000
19.8, 2000, -79.683330, 159.750000
10.6, 2000, -79.683330, 159.750000
45.7, 2000, -79.683330, 159.750000
16.3, 2000, -79.683330, 159.750000
20.2, 2000, -79.683330, 159.750000
12, 2000, -79.683330, 159.750000
19, 2000, -79.683330, 159.750000
36.200000000000003, 2000, -79.683330, 159.750000
11.4, 2000, -79.683330, 159.750000
12.5, 2000, -79.683330, 159.750000
56.6, 2000, -79.683330, 159.750000
38.6, 2000, -79.683330, 159.750000
23.1, 2000, -79.683330, 159.750000
18.7, 2000, -79.683330, 159.750000
11.5, 2000, -79.683330, 159.750000
18.5, 2000, -79.683330, 159.750000
28.4, 2000, -79.683330, 159.750000
24.4, 2000, -79.683330, 159.750000
14.8, 2000, -79.683330, 159.750000
32.6, 2000, -79.683330, 159.750000
5.6, 2000, -79.683330, 159.750000
24.6, 2000, -79.683330, 159.750000
21.9, 2000, -79.683330, 159.750000
17, 2000, -79.683330, 159.750000
5.3, 2000, -79.683330, 159.750000
11.4, 2000, -79.683330, 159.750000
54.5, 2000, -79.683330, 159.750000
18.5, 2000, -79.683330, 159.750000
10.5, 2000, -79.683330, 159.750000
4.5, 2000, -79.683330, 159.750000
7.3, 2000, -79.683330, 159.750000
3.8, 2000, -79.683330, 159.750000
3.21, 2000, -79.683330, 155.750000
1.5, 2000, -79.683330, 159.750000
0.4, 2000, -79.683330, 159.750000
0.013, 2000, -79.683330, 159.750000
4583.8, 2000, -79.683330, 155.750000
205.1, 2000, -79.683330, 155.750000
82.6, 2000, -79.683330, 155.750000
58.5, 2000, -79.683330, 155.750000
20.7, 2000, -79.683330, 155.750000
17, 2000, -79.683330, 155.750000
16.100000000000001, 2000, -79.683330, 155.750000
5.4, 2000, -79.683330, 155.750000
18.100000000000001, 2000, -79.683330, 155.750000
14, 2000, -79.683330, 155.750000
3, 2000, -79.683330, 155.750000
3.2, 2000, -79.683330, 155.750000
8.699999999999999, 2000, -79.683330, 155.750000
3.8, 2000, -79.683330, 155.750000
4.8, 2000, -79.683330, 155.750000
5.2, 2000, -79.683330, 155.750000
4.4, 2000, -79.683330, 155.750000
7.8, 2000, -79.683330, 155.750000
4.8, 2000, -79.683330, 155.750000
9, 2000, -79.683330, 155.750000
6.3, 2000, -79.683330, 155.750000
6.7, 2000, -79.683330, 155.750000
201.5, 2000, -79.683330, 155.750000
79.400000000000006, 2000, -79.683330, 155.750000
98.9, 2000, -79.683330, 155.750000
118.3, 2000, -79.683330, 155.750000
31.3, 2000, -79.683330, 155.750000
18.600000000000001, 2000, -79.683330, 155.750000
45.8, 2000, -79.683330, 155.750000
30.5, 2000, -79.683330, 159.750000
151.69999999999999, 2000, -79.683330, 159.750000
23.4, 2000, -79.683330, 155.750000
38.9, 2000, -79.683330, 155.750000
10.9, 2000, -79.683330, 155.750000
6.1, 2000, -79.683330, 155.750000
2.4, 2000, -79.683330, 155.750000
1765.6, 2000, -79.683330, 155.750000
2685.3, 2000, -79.683330, 155.750000
3747.4, 2000, -79.683330, 155.750000
2601.9, 2000, -79.683330, 155.750000
1624.7, 2000, -79.683330, 155.750000
1299.5999999999999, 2000, -79.683330, 155.750000
1149.2, 2000, -79.683330, 155.750000
872, 2000, -79.683330, 155.750000
1469.6, 2000, -79.683330, 155.750000
1631.5, 2000, -79.683330, 155.750000
1181.3, 2000, -79.683330, 155.750000
1231.5999999999999, 2000, -79.683330, 155.750000
1148.7, 2000, -79.683330, 155.750000
1192.3, 2000, -79.683330, 155.750000
691.1, 2000, -79.683330, 155.750000
767.2, 2000, -79.683330, 155.750000
774.9, 2000, -79.683330, 159.750000
265.60000000000002, 2000, -79.683330, 155.750000
487, 2000, -79.683330, 155.750000
489, 2000, -79.683330, 159.750000
575.5, 2000, -79.683330, 155.750000
709.4, 2000, -79.683330, 155.750000
687.5, 2000, -79.683330, 155.750000
1118.7, 2000, -79.683330, 155.750000
700.5, 2000, -79.683330, 159.750000
518, 2000, -79.683330, 159.750000
590.70000000000005, 2000, -79.683330, 155.750000
369.9, 2000, -79.683330, 155.750000
418.9, 2000, -79.683330, 155.750000
516.4, 2000, -79.683330, 155.750000
296.8, 2000, -79.683330, 155.750000
422.5, 2000, -79.683330, 155.750000
361.7, 2000, -79.683330, 155.750000
273, 2000, -79.683330, 155.750000
456.2, 2000, -79.683330, 155.750000
367.1, 2000, -79.683330, 155.750000
348.3, 2000, -79.683330, 155.750000
270, 2000, -79.683330, 155.750000
153.26, 2000, -79.683330, 155.750000
367.8, 2000, -79.683330, 155.750000
433.3, 2000, -79.683330, 155.750000
474.2, 2000, -79.683330, 155.750000
343, 2000, -79.683330, 155.750000
315, 2000, -79.683330, 155.750000
190.49, 2000, -79.683330, 155.750000
208.37, 2000, -79.683330, 155.750000
175.28, 2000, -79.683330, 155.750000
251.9, 2000, -79.683330, 155.750000
233.7, 2000, -79.683330, 155.750000
221.9, 2000, -79.683330, 155.750000
157.55000000000001, 2000, -79.683330, 155.750000
159.19999999999999, 2000, -79.683330, 155.750000
132.44999999999999, 2000, -79.683330, 155.750000
232, 2000, -79.683330, 155.750000
100.92, 2000, -79.683330, 155.750000
106.57, 2000, -79.683330, 155.750000
159.97, 2000, -79.683330, 155.750000
38.99, 2000, -79.683330, 155.750000
156.83000000000001, 2000, -79.683330, 155.750000
266.5, 2000, -79.683330, 155.750000
128.79, 2000, -79.683330, 155.750000
221.6, 2000, -79.683330, 155.750000
112.46, 2000, -79.683330, 155.750000
111.69, 2000, -79.683330, 155.750000
230.7, 2000, -79.683330, 155.750000
101.46, 2000, -79.683330, 155.750000
130.78, 2000, -79.683330, 155.750000
152.12, 2000, -79.683330, 155.750000
165.9, 2000, -79.683330, 155.750000
174.57, 2000, -79.683330, 155.750000
301.10000000000002, 2000, -79.683330, 155.750000
105.13, 2000, -79.683330, 155.750000
68.59, 2000, -79.683330, 155.750000
180.89, 2000, -79.683330, 155.750000
186.55, 2000, -79.683330, 155.750000
131.69999999999999, 2000, -79.683330, 155.750000
93.4, 2000, -79.683330, 155.750000
148.29, 2000, -79.683330, 155.750000
275.10000000000002, 2000, -79.683330, 155.750000
304.8, 2000, -79.683330, 155.750000
117.6, 2000, -79.683330, 155.750000
247, 2000, -79.683330, 155.750000
247.8, 2000, -79.683330, 155.750000
210.8, 2000, -79.683330, 155.750000
263.39999999999998, 2000, -79.683330, 155.750000
134.05000000000001, 2000, -79.683330, 155.750000
115.74, 2000, -79.683330, 155.750000
60.78, 2000, -79.683330, 155.750000
226, 2000, -79.683330, 155.750000
135.1, 2000, -79.683330, 159.750000
208.2, 2000, -79.683330, 159.750000
225, 2000, -79.683330, 155.750000
104.9, 2000, -79.683330, 159.750000
152.6, 2000, -79.683330, 159.750000
106.17, 2000, -79.683330, 155.750000
193.91, 2000, -79.683330, 155.750000
132.6, 2000, -79.683330, 155.750000
127.56, 2000, -79.683330, 155.750000
97.57, 2000, -79.683330, 155.750000
159.08000000000001, 2000, -79.683330, 155.750000
137.19, 2000, -79.683330, 155.750000
148.75, 2000, -79.683330, 155.750000
77.16, 2000, -79.683330, 155.750000
193.65, 2000, -79.683330, 155.750000
103.18, 2000, -79.683330, 155.750000
125.82, 2000, -79.683330, 155.750000
80.3, 2000, -79.683330, 155.750000
25.45, 2000, -79.683330, 155.750000
52.65, 2000, -79.683330, 155.750000
59.76, 2000, -79.683330, 155.750000
75.87, 2000, -79.683330, 159.750000
68.5, 2000, -79.683330, 159.750000
89.7, 2000, -79.683330, 159.750000
101.48, 2000, -79.683330, 155.750000
104.52, 2000, -79.683330, 155.750000
58.63, 2000, -79.683330, 155.750000
97.3, 2000, -79.683330, 155.750000
74.34, 2000, -79.683330, 155.750000
67.08, 2000, -79.683330, 155.750000
91.05, 2000, -79.683330, 155.750000
66.459999999999994, 2000, -79.683330, 155.750000
49.45, 2000, -79.683330, 155.750000
157.04, 2000, -79.683330, 155.750000
95.02, 2000, -79.683330, 155.750000
61.81, 2000, -79.683330, 155.750000
80.19, 2000, -79.683330, 155.750000
78.489999999999995, 2000, -79.683330, 155.750000
48.16, 2000, -79.683330, 155.750000
53.58, 2000, -79.683330, 155.750000
109.96, 2000, -79.683330, 155.750000
143.77000000000001, 2000, -79.683330, 155.750000
40.409999999999997, 2000, -79.683330, 155.750000
63.34, 2000, -79.683330, 155.750000
110.34, 2000, -79.683330, 155.750000
157.02000000000001, 2000, -79.683330, 155.750000
114.33, 2000, -79.683330, 155.750000
95.8, 2000, -79.683330, 155.750000
70.959999999999994, 2000, -79.683330, 155.750000
106.46, 2000, -79.683330, 155.750000
99.16, 2000, -79.683330, 155.750000
9.49, 2000, -79.683330, 155.750000
15.64, 2000, -79.683330, 155.750000
64.33, 2000, -79.683330, 155.750000
55.86, 2000, -79.683330, 155.750000
100.21, 2000, -79.683330, 155.750000
176.83, 2000, -79.683330, 155.750000
51.8, 2000, -79.683330, 155.750000
87.53, 2000, -79.683330, 155.750000
74.22, 2000, -79.683330, 155.750000
93.13, 2000, -79.683330, 155.750000
44.83, 2000, -79.683330, 155.750000
50.85, 2000, -79.683330, 155.750000
89.29, 2000, -79.683330, 155.750000
90.02, 2000, -79.683330, 155.750000
114.82, 2000, -79.683330, 155.750000
95.78, 2000, -79.683330, 155.750000
53.83, 2000, -79.683330, 155.750000
99.51, 2000, -79.683330, 155.750000
66.53, 2000, -79.683330, 155.750000
62.27, 2000, -79.683330, 155.750000
94.84, 2000, -79.683330, 155.750000
96.49, 2000, -79.683330, 155.750000
72.180000000000007, 2000, -79.683330, 155.750000
78.48, 2000, -79.683330, 155.750000
58.56, 2000, -79.683330, 155.750000
121.26, 2000, -79.683330, 155.750000
67.680000000000007, 2000, -79.683330, 155.750000
74.05, 2000, -79.683330, 155.750000
102.88, 2000, -79.683330, 155.750000
70.61, 2000, -79.683330, 155.750000
76.55, 2000, -79.683330, 155.750000
85.78, 2000, -79.683330, 155.750000
65.81, 2000, -79.683330, 155.750000
118.26, 2000, -79.683330, 155.750000
113.77, 2000, -79.683330, 155.750000
110.51, 2000, -79.683330, 155.750000
53.37, 2000, -79.683330, 155.750000
81.89, 2000, -79.683330, 155.750000
166.85, 2000, -79.683330, 155.750000
97.51, 2000, -79.683330, 155.750000
114.01, 2000, -79.683330, 155.750000
67.12, 2000, -79.683330, 155.750000
71.180000000000007, 2000, -79.683330, 155.750000
125.21, 2000, -79.683330, 155.750000
88.84, 2000, -79.683330, 155.750000
87.65, 2000, -79.683330, 155.750000
52.57, 2000, -79.683330, 155.750000
103.91, 2000, -79.683330, 155.750000
106.49, 2000, -79.683330, 155.750000
100.78, 2000, -79.683330, 155.750000
80.739999999999995, 2000, -79.683330, 155.750000
40.72, 2000, -79.683330, 155.750000
17.64, 2000, -79.683330, 155.750000
10.8, 2000, -79.683330, 155.750000
5.82, 2000, -79.683330, 155.750000
9.08, 2000, -79.683330, 155.750000
20.440000000000001, 2000, -79.683330, 155.750000
3.06, 2000, -79.683330, 155.750000
2.27, 2000, -79.683330, 155.750000
2.51, 2000, -79.683330, 155.750000
7.23, 2000, -79.683330, 155.750000
7.5, 2000, -79.683330, 155.750000
13.43, 2000, -79.683330, 155.750000
3.53, 2000, -79.683330, 155.750000
27.08, 2000, -79.683330, 155.750000
47.82, 2000, -79.683330, 155.750000
30.68, 2000, -79.683330, 155.750000
55.1, 2000, -79.683330, 155.750000
27.43, 2000, -79.683330, 155.750000
34.76, 2000, -79.683330, 155.750000
55.93, 2000, -79.683330, 155.750000
20.420000000000002, 2000, -79.683330, 155.750000
20.58, 2000, -79.683330, 155.750000
34.24, 2000, -79.683330, 155.750000
38.479999999999997, 2000, -79.683330, 155.750000
16.239999999999998, 2000, -79.683330, 155.750000
16.989999999999998, 2000, -79.683330, 155.750000
40.479999999999997, 2000, -79.683330, 155.750000
43.11, 2000, -79.683330, 155.750000
32.82, 2000, -79.683330, 155.750000
38.93, 2000, -79.683330, 155.750000
46.42, 2000, -79.683330, 155.750000
40.380000000000003, 2000, -79.683330, 155.750000
33.799999999999997, 2000, -79.683330, 155.750000
19.440000000000001, 2000, -79.683330, 155.750000
45.14, 2000, -79.683330, 155.750000
15.62, 2000, -79.683330, 155.750000
16.670000000000002, 2000, -79.683330, 155.750000
30.04, 2000, -79.683330, 155.750000
15.03, 2000, -79.683330, 155.750000
22.1, 2000, -79.683330, 159.750000
6.6, 2000, -79.683330, 159.750000
14.3, 2000, -79.683330, 159.750000
21.94, 2000, -79.683330, 155.750000
12.5, 2000, -79.683330, 155.750000
6.82, 2000, -79.683330, 155.750000
26.07, 2000, -79.683330, 155.750000
46.63, 2000, -79.683330, 155.750000
16.22, 2000, -79.683330, 155.750000
13.43, 2000, -79.683330, 155.750000
34.28, 2000, -79.683330, 155.750000
27.83, 2000, -79.683330, 155.750000
23.87, 2000, -79.683330, 155.750000
22.34, 2000, -79.683330, 155.750000
22.54, 2000, -79.683330, 155.750000
31.42, 2000, -79.683330, 155.750000
15.35, 2000, -79.683330, 155.750000
14.9, 2000, -79.683330, 155.750000
14.88, 2000, -79.683330, 155.750000
23.14, 2000, -79.683330, 155.750000
4.59, 2000, -79.683330, 155.750000
7.28, 2000, -79.683330, 155.750000
7.03, 2000, -79.683330, 155.750000
47.65, 2000, -79.683330, 155.750000
37.590000000000003, 2000, -79.683330, 155.750000
7.29, 2000, -79.683330, 155.750000
15.23, 2000, -79.683330, 155.750000
15.87, 2000, -79.683330, 155.750000
20.239999999999998, 2000, -79.683330, 155.750000
51.19, 2000, -79.683330, 155.750000
24.55, 2000, -79.683330, 155.750000
14.37, 2000, -79.683330, 155.750000
56.36, 2000, -79.683330, 155.750000
54, 2000, -79.683330, 159.750000
15, 2000, -79.683330, 159.750000
43, 2000, -79.683330, 159.750000
32.1, 2000, -79.683330, 159.750000
5.3, 2000, -79.683330, 159.750000
6.6, 2000, -79.683330, 159.750000
12.4, 2000, -79.683330, 159.750000
15.2, 2000, -79.683330, 159.750000
20.5, 2000, -79.683330, 159.750000
6.8, 2000, -79.683330, 155.750000
16.899999999999999, 2000, -79.683330, 159.750000
17, 2000, -79.683330, 159.750000
12, 2000, -79.683330, 159.750000
14.1, 2000, -79.683330, 159.750000
32.5, 2000, -79.683330, 159.750000
35.200000000000003, 2000, -79.683330, 159.750000
6, 2000, -79.683330, 159.750000
26.1, 2000, -79.683330, 159.750000
28.4, 2000, -79.683330, 159.750000
36.9, 2000, -79.683330, 159.750000
34.07, 2000, -79.683330, 155.750000
17.27, 2000, -79.683330, 155.750000
25.57, 2000, -79.683330, 155.750000
27.56, 2000, -79.683330, 155.750000
3.32, 2000, -79.683330, 155.750000
41.75, 2000, -79.683330, 155.750000
3.14, 2000, -79.683330, 155.750000
13.24, 2000, -79.683330, 155.750000
9.369999999999999, 2000, -79.683330, 155.750000
2.61, 2000, -79.683330, 155.750000
15.29, 2000, -79.683330, 155.750000
13.4, 2000, -79.683330, 155.750000
4.09, 2000, -79.683330, 155.750000
8.970000000000001, 2000, -79.683330, 155.750000
19.39, 2000, -79.683330, 155.750000
3.45, 2000, -79.683330, 155.750000
7.3, 2000, -79.683330, 155.750000
23.24, 2000, -79.683330, 155.750000
36.369999999999997, 2000, -79.683330, 155.750000
9.210000000000001, 2000, -79.683330, 155.750000
27.18, 2000, -79.683330, 155.750000
44.84, 2000, -79.683330, 155.750000
1.19, 2000, -79.683330, 155.750000
9.39, 2000, -79.683330, 155.750000
4.61, 2000, -79.683330, 155.750000
2.21, 2000, -79.683330, 155.750000
20.41, 2000, -79.683330, 155.750000
5.04, 2000, -79.683330, 155.750000
2.09, 2000, -79.683330, 155.750000
12.43, 2000, -79.683330, 155.750000
32.9, 2000, -79.683330, 155.750000
13.7, 2000, -79.683330, 155.750000
6.35, 2000, -79.683330, 155.750000
7.5, 2000, -79.683330, 155.750000
4.19, 2000, -79.683330, 155.750000
4.09, 2000, -79.683330, 155.750000
1.42, 2000, -79.683330, 155.750000
8.42, 2000, -79.683330, 155.750000
3.03, 2000, -79.683330, 155.750000
8.300000000000001, 2000, -79.683330, 155.750000
10.119999999999999, 2000, -79.683330, 155.750000
5.98, 2000, -79.683330, 155.750000
24.19, 2000, -79.683330, 155.750000
0.22, 2000, -79.683330, 155.750000
3.38, 2000, -79.683330, 155.750000
12.48, 2000, -79.683330, 155.750000
15.66, 2000, -79.683330, 155.750000
16.010000000000002, 2000, -79.683330, 155.750000
8.1, 2000, -79.683330, 155.750000
37.06, 2000, -79.683330, 155.750000
33.020000000000003, 2000, -79.683330, 155.750000
36.630000000000003, 2000, -79.683330, 155.750000
5.93, 2000, -79.683330, 155.750000
14, 2000, -79.683330, 155.750000
26.93, 2000, -79.683330, 155.750000
24.2, 2000, -79.683330, 155.750000
7.62, 2000, -79.683330, 155.750000
62.77, 2000, -79.683330, 155.750000
52.84, 2000, -79.683330, 155.750000
32.590000000000003, 2000, -79.683330, 155.750000
15.42, 2000, -79.683330, 155.750000
5.36, 2000, -79.683330, 155.750000
10.59, 2000, -79.683330, 155.750000
26.25, 2000, -79.683330, 155.750000
7.51, 2000, -79.683330, 155.750000
21.25, 2000, -79.683330, 155.750000
15.63, 2000, -79.683330, 155.750000
38.11, 2000, -79.683330, 155.750000
